date,year,month,week,interest_rate_20y,usury_rate,pinel,covid_impact,seasonality,baseline_leads,spend_tv,spend_google_ads,spend_meta,spend_google_play,spend_apple_search_ads,adstock_tv,adstock_google_ads,adstock_meta,adstock_google_play,adstock_apple_search_ads,saturated_tv,saturated_google_ads,saturated_meta,saturated_google_play,saturated_apple_search_ads,leads,app_downloads
2021-05-31,2021,5,22,1.3416666666666741,2.4325964093492423,1.0,0.85,1.1328184038479816,823275.7749965206,515199.14320152364,152166.19577360773,59606.50112733178,12547.150306380076,7782.43651842331,1740261.5490786617,159319.7927965826,76235.78430409628,14338.830491476087,9203.496083939197,0.4846607743680689,0.49085295232059695,0.48243867522033335,0.41457005346199005,0.4042496057199503,1041599,318009
2021-06-07,2021,6,23,1.35,2.4409297426825685,1.0,1.0,1.1402524364028122,974915.8331244043,6707.020121281242,107973.96585915989,40813.715615518646,17113.822487231515,7793.44720129711,1311903.1819302775,115939.95549898902,59872.661691542715,18547.705536379122,8713.79680969103,0.42517881021099063,0.4591590240002017,0.45237489555108856,0.45247399348874634,0.3963744424964441,1166768,414020
2021-06-14,2021,6,24,1.35,2.4409297426825685,1.0,1.0,1.1456412726139078,979523.2880848912,10078.173488038612,146715.0814485835,39164.32711067777,18346.013087306095,9062.815945397122,994005.5599357467,152512.07922353296,54132.49253356345,20200.783640944006,9934.195626366225,0.36878868746459803,0.4864882565168624,0.43992353697658265,0.46519276929211334,0.41533598305728814,1169315,373142
2021-06-21,2021,6,25,1.35,2.4409297426825685,1.0,1.0,1.148906331114708,982314.9131030755,6975.646586754589,139772.58725479094,53200.75047412381,18936.54518278907,11793.670574440315,752479.8165385646,147398.19121596758,66733.87360751467,20956.623546883467,12787.090137076937,0.3156079372453904,0.48308081887860926,0.46584493743624433,0.47068005807788904,0.45252404082430586,1210594,346230
2021-06-28,2021,6,26,1.35,2.4409297426825685,1.0,1.0,1.15,983249.9999999999,17563.78037444591,120337.55024355429,42737.16142709508,17747.51206712977,12226.0827214549,581923.6427783694,127707.45980435266,59420.629828973746,19843.174421818116,13504.791735162595,0.27041661065789946,0.4687754895711446,0.45143634414895306,0.4625275766826083,0.4606533808010115,1173452,314631
2021-07-05,2021,7,27,1.3583333333333258,2.3724453341393126,1.0,1.0,0.9765703814475019,834967.6761376141,20453.3044439104,68092.40707685985,24568.18995188883,19373.112425729716,10142.474172701832,456896.03652768745,74477.78006707747,39423.34740913227,21357.429867911527,11492.953346218092,0.23181147197762808,0.4156255253493688,0.4013097980630675,0.47351293893205487,0.43671649025910997,1026882,283312
2021-07-12,2021,7,28,1.3583333333333258,2.3724453341393126,1.0,1.0,0.9737950817218216,832594.7948721575,19530.20068057507,79342.0457927584,25254.80702389635,19115.292558287372,12827.228709935502,362202.22807634063,83065.93479611228,35110.64387617941,21251.035545078525,13976.52404455731,0.19852703366339772,0.42626564010175383,0.387475214785653,0.472765992474999,0.46577563382799436,1017818,289004
2021-07-19,2021,7,29,1.3583333333333258,2.3724453341393126,1.0,1.0,0.9692145709423903,828678.4581557437,6743.263773515159,80455.92260005887,26173.796340369132,19878.261662891542,10007.801861087639,278394.93483077065,84609.21933986449,34951.457309413985,22003.365217399394,11405.45426554337,0.16531334875389575,0.4280674319820455,0.3869361010544722,0.4779717479112475,0.43558882181148895,1016068,285032
2021-07-26,2021,7,30,1.3583333333333258,2.3724453341393126,1.0,1.0,0.9628956432707844,823275.7749965206,18985.8338802663,67501.5043628566,20215.604537989075,20674.925669976048,8523.35924566522,227782.0350033443,71731.96532984983,28953.46886534257,22875.26219171599,9663.904672219558,0.1431012374868136,0.41198074797873935,0.3648569993890438,0.4837922596470287,0.4113225668399004,1002052,352625
2021-08-02,2021,8,31,1.3666666666666742,2.380778667472661,1.0,1.0,0.9549304429014411,816465.5286807321,10083.395700771911,81654.81373852705,31540.766727744493,17324.282042716448,12030.991669769826,180919.92195328014,85241.41200501955,38779.13394408014,19611.808261888047,12997.382136991782,0.1207282433916256,0.4287965939449607,0.3993321654814402,0.4607786897740057,0.45494987139218923,997931,311709
2021-08-09,2021,8,32,1.3666666666666742,2.380778667472661,1.0,1.0,0.9454351203918153,808347.0279350021,12078.48331456504,65079.17382380065,24045.736436252857,18324.401295641623,12813.158321521107,147768.42477952514,69341.24442405163,33740.51992227289,20285.582121830426,14112.896535220285,0.10362327069861099,0.4087000992338214,0.3827623206992743,0.4658181279286748,0.46722558868775965,991882,315456
2021-08-16,2021,8,33,1.3666666666666742,2.380778667472661,1.0,1.0,0.9345481389257014,799038.6587814747,17379.89622556436,77606.01383342057,21184.124747839767,16526.678555667855,8304.498793748004,128206.21481020821,81073.07605462315,29619.254728407992,18555.236767850896,9715.788447270032,0.0929358051783295,0.4238917923152731,0.36749524395633903,0.45253433862845327,0.41210069342156846,975635,267326
2021-08-23,2021,8,34,1.3666666666666742,2.380778667472661,1.0,1.0,0.9224282552082222,788676.15820303,13640.221231901714,68822.02220215717,30782.723106420275,15078.136136700681,8690.647869598735,109794.88233955788,72875.67600488833,38187.53678852227,16933.65981348577,9662.226714325738,0.08240753908231567,0.4135144215433492,0.39748985620191835,0.43897935532279375,0.4112973393936237,980909,336243
2021-08-30,2021,8,35,1.3666666666666742,2.380778667472661,1.0,1.0,0.9092522044355805,777410.6347924214,7359.221487716314,76896.7207913904,27535.145881024266,12556.732292783445,8476.769064880218,89705.38324238473,80540.50459163482,37082.030078154836,14250.098274132022,9442.991736312792,0.07031588782387876,0.42324812228617664,0.3939774689980674,0.41366640338631594,0.40796711864381996,965478,329500
2021-09-06,2021,9,36,1.375,2.3891120008059867,1.0,1.0,1.0531907330563803,900478.0767632051,557359.7667023762,102027.72765531501,53057.87832412968,13332.00645779834,6042.051598275206,624638.8041341647,106054.75288489676,62328.38584366839,14757.016285211543,6986.3507719064855,0.2824581813930598,0.45032059214111086,0.4573585306853333,0.41876234933216844,0.3651305807270902,1102393,286292
2021-09-13,2021,9,37,1.375,2.3891120008059867,1.0,1.0,1.0358973496431336,885692.2339448793,474859.76991600724,141562.02816596086,43514.82763631624,10912.329880352285,9432.325994238525,943338.8730166308,146864.7658102057,59096.924097233335,12388.031508873439,10130.961071429174,0.3584986219321316,0.48271869240655507,0.45076005180791323,0.39344625962127117,0.4181964390142496,1084935,361872
2021-09-20,2021,9,38,1.375,2.3891120008059867,1.0,1.0,1.0180805020382984,870458.8292427451,590336.5845116987,141534.4060209774,51597.77628790589,10952.831611677902,6052.02582189833,1297840.7392741716,148877.64431148767,66372.00731221422,12191.634762565247,7065.121929041247,0.42294153309644167,0.484078449531306,0.46516851174046947,0.3911603624445009,0.36669141345240275,1074271,340762
2021-09-27,2021,9,39,1.375,2.3891120008059867,1.0,1.0,1.0,855000.0,567559.9720426839,123036.56784357094,44579.83745915478,14774.815116533046,6180.400330489011,1540940.5264983126,130480.45005914533,61172.839287208335,15993.97859278957,6886.912523393135,0.4588998840906893,0.4709157961766739,0.45503727912673797,0.43056166622308817,0.3631390365202932,1045852,276020
2021-10-04,2021,10,40,1.3833333333333258,2.307653083802533,1.0,1.0,0.9819194979617015,839541.1707572548,12761.057861293773,99371.15867263854,45527.313547956765,8645.946617666046,6215.721041902513,1168466.4527350282,105895.1811755958,60820.52336975885,10245.344476945003,6904.412294241827,0.40132004575979796,0.45017150817187535,0.45432121098865735,0.36660871115368243,0.3634912580108156,1032163,320714
2021-10-11,2021,10,41,1.3833333333333258,2.307653083802533,1.0,1.0,0.9641026503568664,824307.7660551207,6965.780512706271,126964.83766954091,51441.422870818096,12446.088796350521,10124.669762179501,883315.6200639774,132259.5967283207,66646.5537132578,13470.623244045022,10815.110991603684,0.34575124576088234,0.4722657456929119,0.46568203778242234,0.40550464559716237,0.427765747266688,1016603,311679
2021-10-18,2021,10,42,1.3833333333333258,2.307653083802533,1.0,1.0,0.9468092669436197,809521.9232367949,10941.750453641227,111239.9048525533,54054.40201212748,9852.125995725253,10129.536470307234,673428.4655016243,117852.88468896934,70716.04044044192,11199.188320129755,11211.047569467602,0.2955928047107418,0.4607850019311059,0.4730627387051096,0.37909705100940555,0.43305452335627814,1022348,283129
2021-10-25,2021,10,43,1.3833333333333258,2.307653083802533,1.0,1.0,0.9302915241934347,795399.2531853868,5337.786633957662,140836.95804337246,36455.21248269823,14665.141849763093,8110.894640615001,510409.1357601759,146729.60227782093,54134.222592808714,15785.060681776069,9231.999397561762,0.2489972393957239,0.48262672795972933,0.4399274742080984,0.42862852143814484,0.40469650855191625,998198,354917
2021-11-01,2021,11,44,1.3916666666666742,2.3159864171358815,1.0,1.0,0.9147902879903267,782145.6962317294,596457.9862003743,85060.36615871114,41168.45843280049,15228.671281813704,8089.55850772864,979264.8380205062,92396.84627260218,54702.01408100267,16807.17734999131,9012.758447484815,0.365837392512841,0.43671116019536005,0.44121329308796564,0.4378718119213914,0.40122714640416784,975743,335977
2021-11-08,2021,11,45,1.3916666666666742,2.3159864171358815,1.0,1.0,0.9005316012638808,769954.519080618,547776.4776463117,107481.74023789546,39327.19134079452,12764.693757406098,8373.29683576357,1282225.1061616912,112101.58255152557,53002.69486104519,14445.411492405228,9274.57268051205,0.4204323338285636,0.4558166767295438,0.4373267873693554,0.415648864202803,0.4053617434967964,964450,319167
2021-11-15,2021,11,46,1.3916666666666742,2.3159864171358815,1.0,1.0,0.8877233877743348,759003.4965470564,584165.0576047434,84038.34201130956,36109.05753503995,15092.466800191989,9791.372638334398,1545833.8872260118,89643.42113888584,49359.73125030125,16537.00794943251,10718.829906385603,0.45956914436044105,0.4337366423982437,0.42858608654321334,0.4354800196344132,0.4264529062702909,952162,295969
2021-11-22,2021,11,47,1.3916666666666742,2.3159864171358815,1.0,1.0,0.8765524201159516,749452.3191991386,524512.439198007,104755.7801507454,36042.6471324702,9596.353561608319,7814.242106896818,1683887.854617516,109237.9512076897,48382.57994504551,11250.05435655157,8886.125097535378,0.47767317075057836,0.45325038910848214,0.4261394526616185,0.37973726453397366,0.39918918286561506,969565,282461
2021-11-29,2021,11,48,1.3916666666666742,2.3159864171358815,1.0,1.0,0.8671815961520186,741440.2647099759,510813.86333268846,103440.80283222394,32341.20016933082,15265.386563273061,10236.086800662959,1773729.7542958255,108902.70039260843,44436.84515559219,16390.39199892822,11124.699310416498,0.48870581841632704,0.45294572224811386,0.4157717773315743,0.43416689871586317,0.43191588776713535,933707,310698
2021-12-06,2021,12,49,1.4,2.3243197504692072,1.0,1.0,0.7909677585094128,676277.4335255479,15936.598481605062,101726.27400670554,36638.64200594852,14107.4620920871,8838.72898478723,1346233.914203474,107171.40902633597,47747.853294846565,15746.501291979923,9951.19891582888,0.43055382597785113,0.45135786727692134,0.4245255515149357,0.4282691693334859,0.4155851690946518,864384,264678
2021-12-13,2021,12,50,1.4,2.3243197504692072,1.0,1.0,0.7860100291952049,672038.5749619002,7662.4317128785715,115238.92500100302,46149.84048379555,15088.05737483477,9028.709921380048,1017337.867365484,120597.49545231982,58086.803807507196,16662.70750403276,10023.829812962937,0.3733912891055986,0.46307379219042105,0.4486268247148752,0.43659728627347316,0.41664529568727415,876304,239577
2021-12-20,2021,12,51,1.4,2.3243197504692072,1.0,1.0,0.7830061753744686,669470.2799451707,14627.264777207953,97477.66145827682,48192.786081383405,14484.320643297946,5874.588535942188,777630.665301321,103507.53623089282,62714.4870332602,16150.591393701223,6876.971517238482,0.3216751059518664,0.4479146663758979,0.4581249566012956,0.43199570697272593,0.36293861853759346,839329,267865
2021-12-27,2021,12,52,1.4,2.3243197504692072,1.0,1.0,0.782,668610.0,5557.369755982543,95971.5043759537,45927.658752695184,15358.260892360751,6362.182290264853,588780.3687319732,101146.88118749834,61606.280511010234,16973.320031730873,7049.879441988701,0.2723855039776344,0.44563374470634004,0.45591284689354744,0.43932506178863107,0.3663905306511187,863201,289475
2022-01-03,2022,1,1,1.5499999999998635,2.634147098480653,1.0,1.0,0.8510936688852919,702806.96426797,14746.67837409895,98931.05078101091,50305.96671030263,14728.52240966696,9828.827921472128,456331.9549230789,103988.39484038582,65707.53683805518,16425.854412840046,10533.815865670998,0.23162453633489227,0.4483731690614914,0.4639171177770305,0.43448549659574975,0.4238996961182655,889708,271140
2022-01-10,2022,1,2,1.5499999999998635,2.634147098480653,1.0,1.0,0.8543587273860922,705503.1491145922,12752.221240740027,100189.80353672738,37016.60693243788,8898.30618514988,9954.725734736605,355001.1874330492,105389.22327874668,53443.49114195167,10540.891626433886,11008.107321303705,0.19582503365051357,0.44969737383107505,0.4383460467714745,0.37057985261387055,0.430365497667662,883647,228975
2022-01-17,2022,1,3,1.5499999999998635,2.634147098480653,1.0,1.0,0.8597475635971878,709953.08424737,18225.126045168236,121889.52567891544,50815.83085137012,12601.303255571496,9498.069970411036,284476.0166199552,127158.98684285277,64176.70363685804,13655.392418214884,10598.880702541406,0.1678633175280867,0.4683467902810115,0.4609870735802081,0.4074766547670106,0.42480221622695596,909559,307342
2022-01-24,2022,1,4,1.5499999999998635,2.634147098480653,1.0,1.0,0.8671815961520185,716091.8795916861,20321.775105130604,116321.91819413197,36519.40178126022,11823.037484000895,6446.090410272632,233678.787570097,122679.86753627461,52563.577690474725,13188.576725822384,7505.978480526773,0.1457858816461178,0.46477685304936667,0.4363034797088191,0.4024476921010505,0.3751655341527787,907784,252723
2022-01-31,2022,1,5,1.5499999999998635,2.634147098480653,1.0,1.0,0.8765524201159516,723830.0176880569,20469.411333413685,107289.07893812767,36162.50472900607,13464.019078291458,8778.471706984164,195728.5020109864,113423.0723149414,49303.39915162475,14782.876750873696,9529.069555036842,0.12800894460504048,0.45697970250046493,0.4284462655935589,0.4190180707897695,0.4092827934100828,894505,260217
2022-02-07,2022,2,6,1.7000000000001363,2.7841470984809256,1.0,1.0,0.8877233877743349,733054.6590582681,10994.787216722165,89012.98667060623,44613.616571910614,12340.683140706147,9513.958728579,157791.16372496198,94684.1402863533,56939.4663598168,13818.970815793517,10466.865684082684,0.10892037236624359,0.43911881865039903,0.4461607097820464,0.4092028035547013,0.4229657209078474,907540,257905
2022-02-14,2022,2,7,1.7000000000001363,2.7841470984809256,1.0,1.0,0.9005316012638808,743631.2876590585,13570.599667680695,116415.93366181783,42330.382483817186,12642.159748792566,10011.637684680305,131913.97246140218,121150.1406761355,56565.24907377138,14024.05683037192,11058.324253088573,0.09499890692341147,0.46352853824790513,0.4453461759594727,0.4113414134599999,0.4310350987076018,901654,271784
2022-02-21,2022,2,8,1.7000000000001363,2.7841470984809256,1.0,1.0,0.9147902879903267,755405.6724289352,11715.377572777114,89771.96497551879,32349.17346405851,14083.118437098254,8788.876559956027,110650.85691882875,95829.47200932556,46490.48573250136,15485.524120135446,9894.708985264884,0.08290806233905577,0.44030371336383456,0.4212690843766051,0.425815668305808,0.41475581855800636,937425,312190
2022-02-28,2022,2,9,1.7000000000001363,2.7841470984809256,1.0,1.0,0.9302915241934347,768206.1163243479,16494.868312777657,92700.97039198059,34401.96775419557,8587.921419255685,7502.3026555074675,99483.01100189923,97492.44399244688,46024.589187320904,10136.47383126923,8491.773554033956,0.07628625813734732,0.44200033911246456,0.4200418038202387,0.36512155882879715,0.3926752836684221,949790,294350
2022-03-07,2022,3,10,1.8499999999999999,2.934147098480789,1.0,1.0,0.9468092669436197,781845.960049212,558290.6572485685,129157.93029516011,50183.77689026594,15188.857513143616,7491.178577701143,632902.9154999929,134032.55249478246,61689.92418709616,16202.504896270539,8340.355933104538,0.28472795509159243,0.4735934482955841,0.4560811324116298,0.43246824186911703,0.39010383566315915,961556,261280
2022-03-14,2022,3,11,1.8499999999999999,2.934147098480789,1.0,1.0,0.9641026503568664,796126.3039677662,547827.751606222,148035.58480450534,49207.545358362295,13095.883315690822,9943.474890721975,1022504.9382312167,154737.21242924448,64630.026405136334,14716.133805317877,10777.510484032427,0.37439936760106035,0.4879357553760169,0.4618616905183045,0.418357256326943,0.4272543196563007,994187,341483
2022-03-21,2022,3,12,1.8499999999999999,2.934147098480789,1.0,1.0,0.9819194979617015,810838.9085091435,607843.9419400231,117333.35398520752,61849.11486010165,12131.502894650175,7061.825732186032,1374722.6456134357,125070.21460666975,78006.62146138573,13603.116275181963,8139.576780589275,0.434923229182178,0.46669749289183027,0.4853060248612559,0.4069211359598603,0.38663089731674494,987551,347771
2022-03-28,2022,3,13,1.8499999999999999,2.934147098480789,1.0,1.0,1.0,825769.2307692308,540268.9072096325,157506.97110601858,51498.941541729946,10919.336948333312,8851.322075090784,1571310.8914197092,163760.48183635206,71000.59690707638,12279.648575851508,9665.27975314971,0.46302199688472967,0.49360142360771125,0.4735632907049678,0.39218870628612185,0.41134323773050235,1011714,358257
2022-04-04,2022,4,14,1.9999999999998637,3.090929742682432,1.0,1.0,1.0180805020382984,840699.5530293179,9118.315338573271,113898.88831468087,42823.78136756899,12259.130162586674,8520.948602469738,1187601.4839033552,122086.91240649846,60573.93059433809,13487.095020171826,9487.47657778471,0.4046418238459901,0.4642947833999792,0.4538176619852157,0.40568141739241104,0.4086483837731796,1026586,284343
2022-04-11,2022,4,15,1.9999999999998637,3.090929742682432,1.0,1.0,1.0358973496431336,855412.1575706953,7507.352045125622,141149.38894185907,44087.84001291961,14358.306614941985,13139.984929827182,898208.4649726421,147253.734562184,59231.322661504135,15707.016116959167,14088.732587605653,0.3489730371409231,0.48298287938764384,0.4510412666037514,0.42790035504524093,0.4669696532962004,1034602,312527
2022-04-18,2022,4,16,1.9999999999998637,3.090929742682432,1.0,1.0,1.0531907330563803,869692.5014892495,12835.990080179672,142436.30972886918,43859.82892815888,12878.819875428439,7832.426289468436,686492.3388096612,149798.99645697838,58667.65959353492,14449.521487124355,9241.299548229003,0.2990045828512033,0.4846948060875888,0.4498577718423995,0.41569032212801604,0.40484206105828513,1054568,376857
2022-04-25,2022,4,17,1.9999999999998637,3.090929742682432,1.0,1.0,1.0697084758065654,883332.3452141138,7986.067502847417,123676.41205151136,43971.70005000042,11879.62464062056,8327.063036694826,522855.32161009335,131166.36187436027,58638.61494838415,13324.576789332994,9251.192991517726,0.2528462899130955,0.47143835863266614,0.449796495948259,0.4039288714270351,0.4049967565580014,1059324,357311
2022-05-02,2022,5,18,2.1500000000001362,3.2409297426827046,1.0,1.0,1.0852097120096733,896132.7891095263,540495.3142349096,120191.47523871138,48437.8361859966,15879.96299466595,11860.138332330696,932636.8054424797,126749.7933324294,63097.48992309264,17212.42067359925,12785.25763148247,0.35627131421727865,0.4680257795233224,0.4588807786160275,0.44139348722331734,0.452502736837209,1070597,276750
2022-05-09,2022,5,19,2.1500000000001362,3.2409297426827046,1.0,1.0,1.0994683987361193,907907.1738794032,482417.2128701034,148795.56353938315,54725.424289358154,11812.64762217882,12996.061048086125,1181894.8169519631,155133.0532060046,70499.79677013132,13533.889689538744,14274.586811234372,0.40365587311429374,0.4881910979672937,0.4726810406111312,0.40618256572917805,0.4689273887639202,1089228,291373
2022-05-16,2022,5,20,2.1500000000001362,3.2409297426827046,1.0,1.0,1.112276612225665,918483.8024801934,603896.2167932838,113185.79000380008,46353.53190831082,18800.617544883873,12218.958340069068,1490317.3295072562,120942.44266410031,63978.48110084365,20154.006513837747,13646.417021192505,0.45185821017450256,0.46335786983016736,0.46060276610760253,0.4648467271256454,0.46220893302545557,1090152,331414
2022-05-23,2022,5,21,2.1500000000001362,3.2409297426827046,1.0,1.0,1.1234475798840484,927708.4438504047,502426.9964673088,120336.91786452955,48585.75965157447,15697.708715152592,11412.797838259366,1620164.993597751,126384.03999773457,64580.37992678539,17713.109366536366,12777.439540378617,0.46949855172393656,0.4677379915436149,0.4617661933578856,0.4456396347909714,0.452411814435559,1110631,388870
2022-05-30,2022,5,22,2.1500000000001362,3.2409297426827046,1.0,1.0,1.1328184038479816,935446.5819467756,527836.2995327146,132548.04935910174,57577.181874490096,11377.846175082708,9144.361491877275,1742960.044731028,138867.25135898846,73722.27685618645,13149.157111736346,10422.105445915136,0.48498972400410273,0.4771284035105681,0.47825443150607816,0.4020158502769868,0.42233827285062203,1112387,350161
2022-06-06,2022,6,23,2.3,3.390929742682568,1.0,1.0,1.1402524364028122,941585.3772910915,16642.258415564385,153415.82578165364,51953.50699445864,16156.766678869235,8243.573642317951,1323862.2919638352,160359.18834960306,70384.07620850526,17471.682390042868,9285.784186909465,0.42706505016375795,0.49150302664731355,0.47247631077069613,0.443606350758523,0.4055364802758327,1123263,346663
2022-06-13,2022,6,24,2.3,3.390929742682568,1.0,1.0,1.1456412726139078,946035.3124238693,12413.85663249293,135928.1307611258,45532.9215116883,13621.12020573773,9918.539095411767,1005310.5756053694,143946.09017860595,63128.94056381461,15368.288444742018,10847.117514102712,0.37102916389776963,0.480714044531076,0.45894264809805607,0.42470122075622935,0.42819980978715405,1115891,298356
2022-06-20,2022,6,25,2.3,3.390929742682568,1.0,1.0,1.148906331114708,948731.4972704916,5619.132044665849,125773.87815607671,44793.03496686759,14183.039459108166,8321.644979411178,759602.063748693,132971.182665007,60575.27010782124,15719.868303582367,9406.35673082145,0.3173400897987291,0.4728007063959445,0.4538204025861679,0.4280204947743164,0.4074039229922363,1107529,358754
2022-06-27,2022,6,26,2.3,3.390929742682568,1.0,1.0,1.15,949634.6153846153,19459.38376376433,138868.96403491177,55946.590311596075,18636.345767606384,10669.840075559085,589160.931575284,145517.52316816212,71090.40783855139,20208.33259796462,11610.475748641229,0.27249436973271485,0.4817982840273093,0.4737208681706084,0.4652485420942037,0.4382186713342769,1136744,387680
2022-07-04,2022,7,27,2.4499999999998634,3.46411200080585,1.0,1.0,0.9765703814475019,806421.772679918,6682.032580590037,73308.65689102768,27948.003545694944,19615.62525782682,11044.622449721799,448552.7312620531,80584.53304943579,45720.60550533279,21636.458517623283,12205.670024585921,0.22903362308482333,0.4233014867047277,0.4192348618594494,0.47545488145105325,0.44561625827662843,965603,286980
2022-07-11,2022,7,28,2.4499999999998634,3.46411200080585,1.0,1.0,0.9737950817218216,804130.0155602889,7328.526814449464,66729.66027359288,25172.946639935875,18581.788302952675,11973.657518578992,343743.07526098925,70758.88692606466,36603.09801626907,20745.434154715003,13194.224521037584,0.19154721830011714,0.41065788097764394,0.39242665528296616,0.4691662705735568,0.45718714672936434,975530,328946
2022-07-18,2022,7,29,2.4499999999998634,3.46411200080585,1.0,1.0,0.9692145709423903,800347.5706974276,10961.937941775757,84979.80101115367,28182.81930966412,14336.31191255351,8841.703352159055,268769.2443875177,88517.74535745691,37333.593813731386,16410.855328025013,10161.125804262814,0.16122750735300032,0.43249557819072026,0.3947848917630135,0.4343508207138226,0.4186305235406508,943295,344659
2022-07-25,2022,7,30,2.4499999999998634,3.46411200080585,1.0,1.0,0.9628956432707844,795129.5946547593,7730.46031303088,65747.52220614567,22662.770391165006,13810.058245844964,10065.86553653751,209307.39360366913,70173.40947401852,31996.16884459785,15451.143778647465,11081.978116963792,0.13450911307335967,0.4098537802792719,0.3765115302038358,0.4254896454679123,0.431349537709556,939030,266529
2022-08-01,2022,8,31,2.6000000000001364,3.614112000806123,1.0,1.0,0.9549304429014411,788552.1772728439,8056.640165186602,82648.99807754825,21665.058913695688,17320.624314855802,10902.63001063696,165037.18536793845,86157.66855124918,29664.10112484515,18865.738692720548,12010.82782233334,0.11268006785288122,0.42984438924881185,0.36767109861861114,0.4550023692738519,0.44323227903559465,933125,291007
2022-08-08,2022,8,32,2.6000000000001364,3.614112000806123,1.0,1.0,0.9454351203918153,780711.2321081645,20919.820008846844,62269.65028930432,25604.20513936529,21942.85886086453,13941.856586720001,144697.70903480067,66577.53371686678,33020.230420576576,23829.432730136585,15142.939368953335,0.10197699168328454,0.4047743609101935,0.3802164806184292,0.48991775800729365,0.47776001390958595,931544,274289
2022-08-15,2022,8,33,2.6000000000001364,3.614112000806123,1.0,1.0,0.9345481389257014,771721.0977974928,18291.44592809355,66057.73641835708,22789.3478588116,18817.86576857499,14368.372855394018,126814.72770419407,69386.61310420041,31044.405463955743,21200.809041588647,15882.666792289352,0.09215680456708505,0.4087633266433833,0.372973746283302,0.47241211688376883,0.4849040189895065,907804,308223
2022-08-22,2022,8,34,2.6000000000001364,3.614112000806123,1.0,1.0,0.9224282552082222,761712.8707430974,14152.529998921485,74204.7815455333,24142.300719574847,19865.49258999784,9411.07815286714,109263.57577706703,77674.11220074333,31903.402085563783,21985.573494156706,10999.344832096074,0.08209629295198835,0.4197136863953184,0.3761707898842413,0.4778506470079198,0.4302483703292767,893820,291556
2022-08-29,2022,8,35,2.6000000000001364,3.614112000806123,1.0,1.0,0.9092522044355805,750832.4934319967,10446.499858827474,70408.58431086833,26965.383916444614,14390.152300327854,8928.880315608401,92394.18169162775,74292.2899209055,34941.23443783556,16588.709649743527,10028.814798818008,0.07197473201379757,0.41538328172658606,0.38690140509091747,0.4359405105192648,0.41671780328413793,905999,295714
2022-09-05,2022,9,36,2.75,3.7641120008059867,1.0,1.0,1.0531907330563803,869692.5014892495,561143.441848457,114609.8322302562,49323.52905445496,9625.371347334582,8125.03828584748,630439.0781171778,118324.44672630148,58058.837663913844,11284.242312308934,9127.91976572928,0.2840532224992472,0.4611818996462158,0.44856726464868163,0.38016617297284777,0.4030586906127357,1023104,345801
2022-09-12,2022,9,37,2.75,3.7641120008059867,1.0,1.0,1.0358973496431336,855412.1575706953,550390.8238056086,104067.18385933444,43955.771072131,9477.35690288719,6132.298609155103,1023220.1323934919,109983.40619564951,58470.48048810946,10605.781134118082,7045.090585728031,0.37453858397748474,0.45392462498755376,0.44944121293020023,0.37143915103459635,0.3662958870743374,1019683,306037
2022-09-19,2022,9,38,2.75,3.7641120008059867,1.0,1.0,1.0180805020382984,840699.5530293179,613416.5200233344,116111.19317827468,54340.26509094239,10369.433658347129,9080.767985008142,1380831.6193184534,121610.36348805716,68957.88521296976,11430.011771758936,9785.277043580945,0.4358497069349962,0.46390570001322845,0.4699259194626045,0.3819825368046132,0.41313704515281946,1008872,345719
2022-09-26,2022,9,39,2.75,3.7641120008059867,1.0,1.0,1.0,825769.2307692308,581759.3990927988,128277.83673186123,46917.32472916757,11535.859582972733,7494.101631410088,1617383.1135816388,134358.35490626408,64156.79603241001,12678.860760148626,8472.629335768183,0.469134743429046,0.47383555943463096,0.46094852891590066,0.39677385710861535,0.3923523808541239,988132,303159
2022-10-03,2022,10,40,2.8999999999998636,3.824319750469071,1.0,1.0,0.9819194979617015,810838.9085091435,20079.513393540434,138739.1760347097,57744.62047384462,9402.285398262742,9316.237856721384,1233116.8485797695,145457.0937800229,73783.81948194712,10670.171474277606,10163.500790298202,0.4123659933549091,0.48175680334739385,0.4783585403881547,0.37228745524652596,0.4186646513022754,969999,260785
2022-10-10,2022,10,41,2.8999999999998636,3.824319750469071,1.0,1.0,0.9641026503568664,796126.3039677662,20219.613263454507,109828.49610569519,38029.06109856183,13979.115217732238,8570.23674986818,945057.2496982816,117101.35079469634,56475.01596904862,15046.13236516,9586.586828898,0.35885446161998735,0.46014927114281895,0.4451490092468707,0.42159851986072905,0.4101560392976565,944872,312291
2022-10-17,2022,10,42,2.8999999999998636,3.824319750469071,1.0,1.0,0.9468092669436197,781845.960049212,18685.077550456528,107982.6662074024,54019.7553568297,9976.074714754264,6610.638847469411,727478.0148241677,113837.73374713722,68138.50934909185,11480.687951270265,7569.297530359211,0.3094371382209892,0.45734194528141336,0.4684374191659606,0.3826093347040452,0.37634779484644587,934541,325181
2022-10-24,2022,10,43,2.8999999999998636,3.824319750469071,1.0,1.0,0.9302915241934347,768206.1163243479,7911.826187102788,138024.86654470113,51165.757416516026,12361.145451786868,7541.621409269107,553520.3373052286,143716.753232058,68200.384753789,13509.214246913894,8298.551162305028,0.2621072855156426,0.48055483525529985,0.46855042750966347,0.4059184955561333,0.38938674324481476,935275,283805
